Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_056.jpg,0,0,0,0,99.66999,85.58899,0.0002347368,46.87811,1.010319E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_107.jpg,0,0,0,0,99.66999,85.58899,0.000234678,46.87811,1.159205E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_156.jpg,0,0,0,0,99.66999,85.58899,0.0002347173,46.87811,1.059948E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_207.jpg,0,0,0,0,99.66999,85.58899,0.0002346584,46.87811,1.208827E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_256.jpg,0,0,0,0,99.66999,85.58899,0.0002346976,46.87811,1.109576E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_307.jpg,0,0,0,0,99.66999,85.58899,0.0002346976,46.87811,1.109576E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_356.jpg,0,0,0,0,99.66999,85.58899,0.000234678,46.87811,1.159205E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_407.jpg,0,0,0,0,99.66999,85.58899,0.0002347368,46.87811,1.010319E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_458.jpg,0,0,0,0,99.66999,85.58899,0.000234678,46.87811,1.159205E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_502.jpg,0,0.1288798,0,0.02684639,99.67063,85.58968,0.02130555,46.87808,1.449081E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_556.jpg,0,0.2801485,0,0.01073084,99.67094,85.59,0.03048356,46.91541,1.160015E-05
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_607.jpg,0,0.4436281,0,0.0241673,99.67231,85.59147,0.071543,46.96406,-7.79636E-05
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_658.jpg,0,0.5944469,0,0.04907926,99.67548,85.59486,0.1653676,46.98009,1.267993E-05
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_707.jpg,0,0.7439311,0,0.06147151,99.67815,85.59773,0.2405082,47.00226,2.254516E-06
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_758.jpg,0,0.896076,0,0.08641633,99.68389,85.60393,0.3971021,47.37992,-0.00214333
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_808.jpg,0,1,0,0.1408574,99.68935,85.60988,0.5329759,47.42086,-0.0004489976
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_858.jpg,0,1,0,0.1838489,99.69929,85.62061,0.7549878,47.43383,-0.0003594432
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_907.jpg,0,1,0,0.2161441,99.70715,85.62914,0.9151024,47.49294,-0.001459285
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_23_959.jpg,0,1,0,0.2785072,99.72159,85.64491,1.19303,47.584,-0.0007529781
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_007.jpg,0,1,0,0.2980473,99.73126,85.6554,1.316266,47.5528,-0.001532207
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_054.jpg,0,1,0,0.3578877,99.74095,85.66594,1.331294,47.53684,-0.00312368
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_104.jpg,0,1,0,0.4000193,99.75532,85.68163,1.177031,47.58672,-0.001135892
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_155.jpg,0,1,0,0.4523165,99.76681,85.69412,1.118513,47.60427,0.0004003361
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_205.jpg,-3.06108,1,0,0.4822539,99.78629,85.71481,1.078071,47.64371,-0.000594545
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_255.jpg,-1.014247,1,0,0.5274491,99.80039,85.72968,1.071483,47.62201,-0.0004229587
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_305.jpg,0,1,0,0.5601653,99.8238,85.75497,1.118226,47.64721,-0.001301932
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_355.jpg,0,1,0,0.6084629,99.84068,85.77332,1.17168,47.67355,-0.001361627
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_405.jpg,0,1,0,0.629253,99.86704,85.80203,1.230254,47.79202,-0.001332648
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_457.jpg,0,1,0,0.6829569,99.8856,85.82233,1.247382,47.70312,-7.063982E-05
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_507.jpg,0,1,0,0.7225674,99.9145,85.85393,1.21913,47.75101,-0.0009180412
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_558.jpg,0,1,0,0.7806568,99.94572,85.8881,1.194318,47.79235,-0.001037
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_606.jpg,0,1,0,0.805777,99.96774,85.91223,1.193053,47.90604,-0.001841989
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_656.jpg,0,1,0,0.8647611,99.99093,85.93772,1.212667,47.9653,-0.001314038
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_706.jpg,0,1,0,0.8956875,100.0274,85.9778,1.236751,47.96724,-0.000668367
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_756.jpg,0,1,0,0.945851,100.0527,86.00565,1.243131,47.96353,-0.0006670876
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_806.jpg,0,1,0,0.9784324,100.0921,86.04901,1.234988,47.96976,-0.001088467
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_856.jpg,0,1,0,1.026631,100.1194,86.079,1.220946,47.96473,-0.001032393
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_903.jpg,0,1,0,1.055431,100.1618,86.12576,1.214617,47.98157,-0.0008633859
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_24_958.jpg,0,1,0,1.104653,100.2065,86.17489,1.22326,48.00128,-0.0007871186
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_008.jpg,0,1,0,1.13582,100.2372,86.20878,1.224369,47.99413,-0.000746502
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_054.jpg,0,1,0,1.181456,100.2687,86.24349,1.221923,47.96409,-0.0004281314
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_104.jpg,0,1,0,1.213069,100.3177,86.29745,1.231422,47.9254,-0.0006021029
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_154.jpg,0,1,0,1.256922,100.3514,86.33446,1.231925,47.91396,-0.0008922663
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_205.jpg,0,1,0,1.29197,100.4035,86.39175,1.233646,47.88756,-0.000741354
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_255.jpg,0,1,0,1.339028,100.4394,86.43114,1.235765,47.87021,-0.0007190446
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_305.jpg,-1.001644,1,0,1.370068,100.4949,86.49191,1.241613,47.83255,-0.0008335055
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_354.jpg,0,1,0,1.417286,100.533,86.53345,1.244771,47.78303,-0.0003631529
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_405.jpg,0,1,0,1.447377,100.5918,86.59759,1.247741,47.75821,-0.0008120512
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_455.jpg,0,1,0,1.495515,100.632,86.64153,1.251094,47.74776,-0.0008952616
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_509.jpg,0,1,0,1.525729,100.6939,86.70913,1.253266,47.73644,-0.0009194405
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_558.jpg,0,1,0,1.573224,100.7577,86.77878,1.255746,47.72602,-0.0009632079
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_606.jpg,-0.9962368,1,0,1.604112,100.8013,86.82629,1.258706,47.70052,-0.0009449019
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_655.jpg,-2.939401,1,0,1.649212,100.8462,86.87433,1.261185,47.57412,-0.0003304371
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_707.jpg,-1.931591,1,0,1.68086,100.9154,86.94785,1.262966,47.37444,0.0001275634
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_757.jpg,-4.950671,1,0,1.725381,100.9872,87.02253,1.266029,47.01613,0.0007940432
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_808.jpg,-4.935236,1,0,1.755789,101.0367,87.0729,1.265821,46.69735,0.001772226
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_858.jpg,-4.856472,1,0,1.801174,101.1133,87.1491,1.264797,46.09121,0.001985134
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_907.jpg,-1.92049,1,0,1.832376,101.1656,87.2012,1.275441,45.81406,0.001363547
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_25_957.jpg,-4.182858,1,0,1.876113,101.2459,87.28021,1.277301,45.39898,0.001259255
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_005.jpg,-2.204289,1,0,1.90757,101.3009,87.33364,1.282153,45.11117,0.001348019
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_055.jpg,0,1,0,1.951993,101.3566,87.38816,1.288679,44.95666,0.0005945369
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_105.jpg,0,1,0,1.981235,101.4414,87.47176,1.294011,44.89228,-0.0008421956
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_155.jpg,0,1,0,2.026958,101.4989,87.52859,1.29667,44.87523,-0.001047635
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_204.jpg,0,1,0,2.056085,101.5868,87.61539,1.300064,44.86158,-0.001134263
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_253.jpg,0,1,0,2.086502,101.6465,87.67432,1.304767,44.85323,-0.001159778
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_305.jpg,0,1,0,2.131075,101.7375,87.7642,1.306842,44.84214,-0.001170294
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_355.jpg,0,1,0,2.174692,101.7993,87.82514,1.308158,44.83591,-0.001192926
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_406.jpg,0,1,0,2.204849,101.8936,87.91812,1.311409,44.82319,-0.001194422
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_455.jpg,0,1,0,2.248753,101.9575,87.98116,1.316548,44.81569,-0.00121887
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_505.jpg,0,1,0,2.278244,102.0549,88.07716,1.317356,44.80462,-0.00121871
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_555.jpg,2.025547,1,0,2.321689,102.1207,88.14246,1.320756,44.86528,-0.001678271
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_607.jpg,0,1,0,2.350186,102.2206,88.2421,1.321123,44.9782,-0.002173271
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_654.jpg,0,1,0,2.394419,102.2884,88.30946,1.322126,44.99644,-0.001612941
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_706.jpg,0,1,0,2.423288,102.3917,88.41198,1.326979,44.99616,-0.001314257
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_756.jpg,2.020855,1,0,2.466435,102.4616,88.48142,1.331699,45.01121,-0.001357386
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_806.jpg,4.04892,1,0,2.493981,102.5664,88.58819,1.32559,45.34453,-0.0006646272
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_858.jpg,7.133875,1,0,2.536737,102.6707,88.69866,1.306204,46.01913,0.02322115
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_908.jpg,7.077227,1,0,2.564221,102.7401,88.77431,1.290652,46.59106,0.04898614
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_26_955.jpg,9.095092,1,0,2.604445,102.8087,88.85161,1.259105,47.29571,0.08011115
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_003.jpg,6.350698,1,0,2.633358,102.9114,88.97031,1.194562,48.37478,0.1250748
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_054.jpg,3.328013,1,0,2.661994,102.9805,89.05085,1.155688,48.91386,0.144317
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_105.jpg,2.261939,1,0,2.705299,103.086,89.17341,1.119982,49.34683,0.151065
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_154.jpg,4.285798,1,0,2.745642,103.1566,89.25702,1.113738,49.6188,0.16689
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_211.jpg,6.610193,1,0,2.77203,103.2617,89.3858,1.103522,50.31824,0.2155473
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_257.jpg,3.56904,1,0,2.813106,103.3669,89.51703,1.070303,51.0568,0.2318695
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_307.jpg,0.7932043,1,0,2.842085,103.4381,89.60557,1.050521,51.33634,0.2175246
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_356.jpg,0,1,0,2.88355,103.5104,89.69516,1.050396,51.43752,0.1981866
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_406.jpg,0,1,0,2.910535,103.6203,89.83163,1.082672,51.46685,0.1645047
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_456.jpg,0,1,0,2.950968,103.6947,89.92393,1.122941,51.45981,0.1376808
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_506.jpg,0,1,0,2.977891,103.8077,90.06426,1.206639,51.43706,0.08956698
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_556.jpg,0,1,0,3.017828,103.8841,90.15893,1.271759,51.41594,0.04959147
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_606.jpg,0,1,0,3.045335,103.9997,90.30254,1.360888,51.39741,-0.002901754
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_656.jpg,2.024088,1,0,3.086218,104.0768,90.39949,1.399287,51.41613,-0.003033482
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_706.jpg,1.991687,1,0,3.114305,104.1924,90.54643,1.400196,51.67152,-0.003954846
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_752.jpg,0,1,0,3.15694,104.2702,90.64518,1.380206,51.79625,-0.003255049
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_802.jpg,0,1,0,3.184306,104.3887,90.79501,1.372325,51.85085,-0.00133798
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_853.jpg,0,1,0,3.210852,104.4688,90.89606,1.381642,51.85249,-0.001072865
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_894.jpg,0,1,0,3.23693,104.5495,90.99791,1.389536,51.84417,-0.001548507
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_938.jpg,3.304439,1,0,3.277263,104.671,91.1528,1.393952,52.01417,-0.002971585
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_27_988.jpg,6.067443,1,0,3.30359,104.7513,91.25803,1.389163,52.37896,0.0007693694
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_042.jpg,5.86235,1,0,3.341922,104.8702,91.41905,1.361154,53.24745,0.03593381
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_092.jpg,2.876043,1,0,3.368928,104.9495,91.52776,1.332355,53.76096,0.05059692
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_136.jpg,0.07211208,1,0,3.409271,105.0297,91.6372,1.303336,54.07116,0.04899543
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_188.jpg,0,1,0,3.435935,105.1513,91.80334,1.284731,54.22919,0.04176246
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_238.jpg,0,1,0,3.474731,105.2744,91.97195,1.295206,54.24968,0.03242965
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_288.jpg,0,1,0,3.500557,105.3573,92.08563,1.316274,54.23925,0.02123295
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_339.jpg,1.184692,1,0,3.539226,105.4829,92.25806,1.365522,54.23404,-0.0006022148
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_389.jpg,-1.636448,1,0,3.5647,105.5674,92.37421,1.406585,54.19714,-0.001487589
/home/trim/CODE/Udacity/Robotics/RoboND-Python-StarterKit/RoboND-Rover-Project/run_two/IMG/robocam_2017_05_27_16_25_28_439.jpg,-4.638076,1,0,3.602697,105.6961,92.5485,1.430768,53.85705,-0.0001714218
